lat,lon,river_distance
20.452407,72.9323831,85889.6459443551
20.452407,73.1823831,73196.87380255548
20.702407,72.4323831,62517.89172860686
20.702407,72.6823831,53362.365930664186
20.702407,72.9323831,57661.31369259897
20.702407,73.1823831,62575.12660123036
20.952407,72.4323831,40399.18955898025
20.952407,72.6823831,23898.741149916634
20.952407,72.9323831,31423.270990831476
20.952407,73.1823831,32799.62267053498
21.202407,72.4323831,33608.2465909911
21.202407,72.6823831,8280.673308926289
21.202407,72.9323831,6630.953725787827
21.202407,73.1823831,2975.5419864433547
20.538617,70.9438845,211522.55569194595
20.538617,71.1938845,185628.8984680744
20.538617,71.4438845,160385.12385909905
20.538617,71.6938845,136153.1916369778
20.788617,70.9438845,203243.78858192553
20.788617,71.1938845,176137.25891234016
20.788617,71.4438845,149297.1332142068
20.788617,71.6938845,122898.07819334557
21.038617,70.9438845,199103.8070201106
21.038617,71.1938845,171343.57983280186
21.038617,71.4438845,143610.31424917784
21.038617,71.6938845,115923.36259954107
21.288617,70.9438845,199382.78711156617
21.288617,71.1938845,171667.67947518374
21.288617,71.4438845,143996.8478308546
21.288617,71.6938845,116401.87207626582
20.5914409,71.2621979,176196.1067514026
20.5914409,71.5121979,150776.7848880084
20.5914409,71.7621979,126377.26582256422
20.5914409,72.0121979,103719.773434088
20.8414409,71.2621979,167284.68695510202
20.8414409,71.5121979,140259.5355634674
20.8414409,71.7621979,113623.55289332346
20.8414409,72.0121979,87731.92039693058
21.0914409,71.2621979,163380.41256124998
21.0914409,71.5121979,135579.2389545588
21.0914409,71.7621979,107792.87773837215
21.0914409,72.0121979,80036.75765266316
21.3414409,71.2621979,164866.38628858994
21.3414409,71.5121979,137366.28463590206
21.3414409,71.7621979,110032.13444396123
21.3414409,72.0121979,83027.99946238287
20.5488646,72.7615399,71470.56172583596
20.5488646,73.0115399,77874.6376772128
20.5488646,73.2615399,75786.53625604544
20.5488646,73.5115399,63000.02207471682
20.7988646,72.7615399,41792.2082935573
20.7988646,73.0115399,51465.95548874633
20.7988646,73.2615399,51683.3245170165
20.7988646,73.5115399,55216.94913340099
21.0488646,72.7615399,12391.009015580346
21.0488646,73.0115399,26204.584645324947
21.0488646,73.2615399,22547.872310191102
21.0488646,73.5115399,26223.141451037438
21.2988646,72.7615399,7873.4452570086805
21.2988646,73.0115399,931.6670260234462
21.2988646,73.2615399,6360.442995836245
21.2988646,73.5115399,3130.142137248293
20.6176744,72.8857702,65571.1985538562
20.6176744,73.1357702,72847.35124354453
20.6176744,73.3857702,75453.95694798682
20.6176744,73.6357702,68453.30159404331
20.8676744,72.8857702,37464.73758452261
20.8676744,73.1357702,43220.63152774719
20.8676744,73.3857702,46068.95798434761
20.8676744,73.6357702,45305.03918543416
21.1176744,72.8857702,12522.408205051348
21.1176744,73.1357702,13779.226317450244
21.1176744,73.3857702,17694.90822638218
21.1176744,73.6357702,15582.356695200178
21.3676744,72.8857702,11744.454705623275
21.3676744,73.1357702,11084.80257590492
21.3676744,73.3857702,10434.772335686826
21.3676744,73.6357702,10981.55937211685
20.6241507,69.6199203,351643.25634525536
20.6241507,69.8699203,324293.038334559
20.6241507,70.1199203,297031.9398991179
20.6241507,70.3699203,269886.968112609
20.8741507,69.6199203,347596.247923109
20.8741507,69.8699203,319900.2134250433
20.8741507,70.1199203,292229.61033639574
20.8741507,70.3699203,264592.41749178094
21.1241507,69.6199203,346069.88982257113
21.1241507,69.8699203,318241.046411319
21.1241507,70.1199203,290412.40026717994
21.1241507,70.3699203,262584.0141092522
21.3741507,69.6199203,347110.26334880095
21.3741507,69.8699203,319372.08691624686
21.3741507,70.1199203,291651.3818057651
21.3741507,70.3699203,263953.6526475725
20.6702124,73.0622874,67419.1481319381
20.6702124,73.3122874,67718.22349406031
20.6702124,73.5622874,69392.95319561982
20.6702124,73.8122874,70095.8399439305
20.9202124,73.0622874,38655.48275053563
20.9202124,73.3122874,38816.2526723686
20.9202124,73.5622874,39901.919826698075
20.9202124,73.8122874,41270.19572383375
21.1702124,73.0622874,11786.888116205479
21.1702124,73.3122874,9109.821633391786
21.1702124,73.5622874,10831.28149996051
21.1702124,73.8122874,15702.638562776725
21.4202124,73.0622874,14483.659714773805
21.4202124,73.3122874,17814.010584150135
21.4202124,73.5622874,18235.16422355042
21.4202124,73.8122874,2912.216089232156
20.8232985,69.9425757,312548.1388718299
20.8232985,70.1925757,284953.5253918233
20.8232985,70.4425757,257409.5720501125
20.8232985,70.6925757,229934.4853683867
21.0732985,69.9425757,310268.58493349614
21.0732985,70.1925757,282451.353895884
21.0732985,70.4425757,254636.8855201687
21.0732985,70.6925757,226826.19611943915
21.3232985,69.9425757,310845.5776288008
21.3232985,70.1925757,283085.0502099442
21.3232985,70.4425757,255339.62050994008
21.3232985,70.6925757,227614.80966923703
21.5732985,69.9425757,314277.7914541846
21.5732985,70.1925757,286849.61691155133
21.5732985,70.4425757,259506.99195223497
21.5732985,70.6925757,232280.1296940832
20.8417058,70.2534299,277946.99914975575
20.8417058,70.5034299,250385.23117919808
20.8417058,70.7534299,222890.1013454306
20.8417058,71.0034299,195489.72912074276
21.0917058,70.2534299,275618.227102251
21.0917058,70.5034299,247797.57215778806
21.0917058,70.7534299,219979.24914048152
21.0917058,71.0034299,192164.2707850112
21.3417058,70.2534299,276505.08638164477
21.3417058,70.5034299,248783.62576991878
21.3417058,70.7534299,221089.4066579013
21.3417058,71.0034299,193434.1300036473
21.5917058,70.2534299,280593.24940281856
21.5917058,70.5034299,253319.5635294252
21.5917058,70.7534299,226181.4195548661
21.5917058,71.0034299,199234.21258854974
20.8545788,71.5368814,137201.1435248119
20.8545788,71.7868814,110519.98717166566
