lat,lon,elevation
23.1694099,73.6342725,108
23.1694099,73.8842725,160
23.1694099,74.1342725,268
23.1694099,74.3842725,296
21.5952121,72.9721107,19
21.5952121,73.2221107,67
21.5952121,73.4721107,155
21.5952121,73.7221107,397
21.8452121,72.9721107,15
21.8452121,73.2221107,20
21.8452121,73.4721107,69
21.8452121,73.7221107,192
22.0952121,72.9721107,21
22.0952121,73.2221107,27
22.0952121,73.4721107,49
22.0952121,73.7221107,76
22.3452121,72.9721107,30
22.3452121,73.2221107,38
22.3452121,73.4721107,66
22.3452121,73.7221107,157
22.3724876,71.2763542,0
22.3724876,71.5263542,0
22.3724876,71.7763542,0
22.3724876,72.0263542,14
22.6224876,71.2763542,0
22.6224876,71.5263542,0
22.6224876,71.7763542,0
22.6224876,72.0263542,8
22.8724876,71.2763542,0
22.8724876,71.5263542,0
22.8724876,71.7763542,0
22.8724876,72.0263542,15
23.1224876,71.2763542,0
23.1224876,71.5263542,0
23.1224876,71.7763542,0
23.1224876,72.0263542,25
22.3985648,72.4908519,9
22.3985648,72.7408519,22
22.3985648,72.9908519,33
22.3985648,73.2408519,46
22.6485648,72.4908519,17
22.6485648,72.7408519,28
22.6485648,72.9908519,38
22.6485648,73.2408519,17
22.8985648,72.4908519,31
22.8985648,72.7408519,44
22.8985648,72.9908519,56
22.8985648,73.2408519,68
23.1485648,72.4908519,68
23.1485648,72.7408519,69
23.1485648,72.9908519,82
23.1485648,73.2408519,109
22.4561711,72.8370129,33
22.4561711,73.0870129,23
22.4561711,73.3370129,56
22.4561711,73.5870129,110
22.7061711,72.8370129,37
22.7061711,73.0870129,48
22.7061711,73.3370129,59
22.7061711,73.5870129,120
22.9561711,72.8370129,55
22.9561711,73.0870129,71
22.9561711,73.3370129,89
22.9561711,73.5870129,117
23.2061711,72.8370129,82
23.2061711,73.0870129,92
23.2061711,73.3370129,130
23.2061711,73.5870129,88
22.4914292,70.9663753,0
22.4914292,71.2163753,0
22.4914292,71.4663753,0
22.4914292,71.7163753,0
22.7414292,70.9663753,0
22.7414292,71.2163753,0
22.7414292,71.4663753,0
22.7414292,71.7163753,0
22.9914292,70.9663753,0
22.9914292,71.2163753,0
22.9914292,71.4663753,0
22.9914292,71.7163753,0
23.2414292,70.9663753,0
23.2414292,71.2163753,0
23.2414292,71.4663753,0
23.2414292,71.7163753,0
22.5215374,72.0800568,9
22.5215374,72.3300568,4
22.5215374,72.5800568,18
22.5215374,72.8300568,37
22.7715374,72.0800568,8
22.7715374,72.3300568,17
22.7715374,72.5800568,22
22.7715374,72.8300568,32
23.0215374,72.0800568,24
23.0215374,72.3300568,31
23.0215374,72.5800568,51
23.0215374,72.8300568,58
23.2715374,72.0800568,37
23.2715374,72.3300568,57
23.2715374,72.5800568,82
23.2715374,72.8300568,91
22.5232402,72.5727531,17
22.5232402,72.8227531,34
22.5232402,73.0727531,47
22.5232402,73.3227531,68
22.7732402,72.5727531,24
22.7732402,72.8227531,33
22.7732402,73.0727531,51
22.7732402,73.3227531,57
23.0232402,72.5727531,52
23.0232402,72.8227531,57
23.0232402,73.0727531,91
23.0232402,73.3227531,112
23.2732402,72.5727531,72
23.2732402,72.8227531,92
23.2732402,73.0727531,102
23.2732402,73.3227531,119
22.5182418,70.6833818,0
22.5182418,70.9333818,0
22.5182418,71.1833818,0
22.5182418,71.4333818,0
22.7682418,70.6833818,0
22.7682418,70.9333818,0
22.7682418,71.1833818,0
22.7682418,71.4333818,0
23.0182418,70.6833818,0
23.0182418,70.9333818,0
23.0182418,71.1833818,0
23.0182418,71.4333818,0
23.2682418,70.6833818,0
23.2682418,70.9333818,0
23.2682418,71.1833818,0
23.2682418,71.4333818,0
20.6598605,69.8071313,0
20.6598605,70.0571313,0
20.6598605,70.3071313,0
20.6598605,70.5571313,0
20.9098605,69.8071313,0
20.9098605,70.0571313,0
20.9098605,70.3071313,0
20.9098605,70.5571313,0
21.1598605,69.8071313,0
21.1598605,70.0571313,0
21.1598605,70.3071313,0
21.1598605,70.5571313,0
21.4098605,69.8071313,0
21.4098605,70.0571313,0
21.4098605,70.3071313,0
21.4098605,70.5571313,0
22.6290668,73.111114,51
22.6290668,73.361114,63
22.6290668,73.611114,120
22.6290668,73.861114,214
22.8790668,73.111114,75
22.8790668,73.361114,77
22.8790668,73.611114,119
22.8790668,73.861114,169
23.1290668,73.111114,90
23.1290668,73.361114,151
